,Unnamed: 0,Unnamed: 0.1,Data,Target
177,177,177,consider gilpin sac reservation services for transportaion,
178,178,178,gilpin sac reservation services for transportaion airline,
179,179,179,sac reservation services for transportaion airline sac,
180,180,180,reservation services for transportaion airline sac scheduled,
181,181,181,services for transportaion airline sac scheduled air,
182,182,182,for transportaion airline sac scheduled air transport,
183,183,183,transportaion airline sac scheduled air transport services,
184,184,184,airline sac scheduled air transport services of,
185,185,185,sac scheduled air transport services of passengers,
186,186,186,scheduled air transport services of passengers tax,
187,187,187,air transport services of passengers tax is,
188,188,188,transport services of passengers tax is payable,
189,189,189,services of passengers tax is payable under,
190,190,190,of passengers tax is payable under rcm,
191,191,191,passengers tax is payable under rcm no,
192,192,192,tax is payable under rcm no kindly,
193,193,193,is payable under rcm no kindly check,
194,194,194,payable under rcm no kindly check all,
195,195,195,under rcm no kindly check all details,
196,196,196,rcm no kindly check all details carefully,
197,197,197,no kindly check all details carefully to,
198,198,198,kindly check all details carefully to avoid,
199,199,199,check all details carefully to avoid un-necessary,
200,200,200,all details carefully to avoid un-necessary complications,
201,201,201,details carefully to avoid un-necessary complications acme,
202,202,202,carefully to avoid un-necessary complications acme plaza,
203,203,203,to avoid un-necessary complications acme plaza branch,
204,204,204,avoid un-necessary complications acme plaza branch andheri,
205,205,205,un-necessary complications acme plaza branch andheri east,
206,206,206,complications acme plaza branch andheri east cc,
207,207,207,acme plaza branch andheri east cc alc,
208,208,208,plaza branch andheri east cc alc ifsc,ifsc_no
209,209,209,branch andheri east cc alc ifsc ifsc_no,
210,210,210,andheri east cc alc ifsc ifsc_no interest,
211,211,211,east cc alc ifsc ifsc_no interest @,
212,212,212,cc alc ifsc ifsc_no interest @ per,
213,213,213,alc ifsc ifsc_no interest @ per annum,
214,214,214,ifsc ifsc_no interest @ per annum will,
215,215,215,ifsc_no interest @ per annum will be,
216,216,216,interest @ per annum will be charged,
217,217,217,@ per annum will be charged on,
218,218,218,per annum will be charged on all,
219,219,219,annum will be charged on all outstanding,
220,220,220,will be charged on all outstanding bills,
221,221,221,be charged on all outstanding bills after,
222,222,222,charged on all outstanding bills after due,
223,223,223,on all outstanding bills after due date,
224,224,224,all outstanding bills after due date as,
225,225,225,outstanding bills after due date as per,
226,226,226,bills after due date as per the,
227,227,227,after due date as per the it,
228,228,228,due date as per the it act,
229,229,229,date as per the it act we,
230,230,230,as per the it act we will,
231,231,231,per the it act we will not,
232,232,232,the it act we will not accept,
233,233,233,it act we will not accept cash,
234,234,234,act we will not accept cash fully,
235,235,235,we will not accept cash fully or,
236,236,236,will not accept cash fully or partially,
237,237,237,not accept cash fully or partially if,
238,238,238,accept cash fully or partially if invoice,
239,239,239,cash fully or partially if invoice amount,
240,240,240,fully or partially if invoice amount is,
241,241,241,or partially if invoice amount is more,
242,242,242,partially if invoice amount is more than,
243,243,243,if invoice amount is more than lacs,
244,244,244,invoice amount is more than lacs or,
245,245,245,amount is more than lacs or in,
246,246,246,is more than lacs or in a,
247,247,247,more than lacs or in a day,
248,248,248,than lacs or in a day from,
249,249,249,lacs or in a day from single,
250,250,250,or in a day from single person,
251,251,251,in a day from single person subject,
252,252,252,a day from single person subject to,
253,253,253,day from single person subject to mumbai,
254,254,254,from single person subject to mumbai jurisdiction,
255,255,255,gilpin tours travel mgt i pvt ltd,
256,256,256,tours travel mgt i pvt ltd ground,
257,257,257,travel mgt i pvt ltd ground floor,
258,258,258,mgt i pvt ltd ground floor windfall,
259,259,259,i pvt ltd ground floor windfall sahar,
260,260,260,pvt ltd ground floor windfall sahar plaza,
261,261,261,ltd ground floor windfall sahar plaza complex,
262,262,262,ground floor windfall sahar plaza complex mv,
263,263,263,floor windfall sahar plaza complex mv road,
264,264,264,windfall sahar plaza complex mv road jbnagar,
265,265,265,sahar plaza complex mv road jbnagar andheri,
266,266,266,plaza complex mv road jbnagar andheri east,
267,267,267,complex mv road jbnagar andheri east mumbai,
268,268,268,mv road jbnagar andheri east mumbai url,
269,269,269,road jbnagar andheri east mumbai url www,
270,270,270,jbnagar andheri east mumbai url www gilpinin,
271,271,271,andheri east mumbai url www gilpinin cln,
272,272,272,east mumbai url www gilpinin cln cin,
273,273,273,mumbai url www gilpinin cln cin gst_no,
274,274,274,url www gilpinin cln cin gst_no pan_no,
275,275,275,www gilpinin cln cin gst_no pan_no tax,
276,276,276,gilpinin cln cin gst_no pan_no tax invoice,
277,277,277,cln cin gst_no pan_no tax invoice original,
278,278,278,cin gst_no pan_no tax invoice original for,
279,279,279,gst_no pan_no tax invoice original for recipient,
280,280,280,pan_no tax invoice original for recipient to,
281,281,281,tax invoice original for recipient to ms,
282,282,282,invoice original for recipient to ms indofil,
283,283,283,original for recipient to ms indofil industries,
284,284,284,for recipient to ms indofil industries limited,
285,285,285,recipient to ms indofil industries limited maharshtra,
286,286,286,to ms indofil industries limited maharshtra date,
287,287,287,ms indofil industries limited maharshtra date feb,
288,288,288,indofil industries limited maharshtra date feb kalpataru,
289,289,289,industries limited maharshtra date feb kalpataru square,
290,290,290,limited maharshtra date feb kalpataru square floor,
291,291,291,maharshtra date feb kalpataru square floor invoice,
292,292,292,date feb kalpataru square floor invoice no,
293,293,293,feb kalpataru square floor invoice no off,
294,294,294,kalpataru square floor invoice no off andheri,
295,295,295,square floor invoice no off andheri kurla,
296,296,296,floor invoice no off andheri kurla road,
297,297,297,invoice no off andheri kurla road andheri,
298,298,298,no off andheri kurla road andheri e,
299,299,299,off andheri kurla road andheri e mobile,
300,300,300,andheri kurla road andheri e mobile mumbai,
301,301,301,kurla road andheri e mobile mumbai narration,
302,302,302,road andheri e mobile mumbai narration reference,
303,303,303,andheri e mobile mumbai narration reference manish,
304,304,304,e mobile mumbai narration reference manish emp,
305,305,305,mobile mumbai narration reference manish emp code,
306,306,306,mumbai narration reference manish emp code handled,
307,307,307,narration reference manish emp code handled by,
308,308,308,reference manish emp code handled by zulfikar,
309,309,309,manish emp code handled by zulfikar dabir,
310,310,310,emp code handled by zulfikar dabir indigo,
311,311,311,code handled by zulfikar dabir indigo airlines,
312,312,312,handled by zulfikar dabir indigo airlines airline,
313,313,313,by zulfikar dabir indigo airlines airline gstin,
314,314,314,zulfikar dabir indigo airlines airline gstin gst_no,
315,315,315,dabir indigo airlines airline gstin gst_no place,
316,316,316,indigo airlines airline gstin gst_no place of,
317,317,317,airlines airline gstin gst_no place of supply,
318,318,318,airline gstin gst_no place of supply maharashtra,
319,319,319,gstin gst_no place of supply maharashtra project,
320,320,320,gst_no place of supply maharashtra project code,
321,321,321,place of supply maharashtra project code agr,
322,322,322,of supply maharashtra project code agr toll,
323,323,323,supply maharashtra project code agr toll alc,
324,324,324,maharashtra project code agr toll alc web,
325,325,325,project code agr toll alc web ref,
326,326,326,code agr toll alc web ref b,
327,327,327,agr toll alc web ref b pan_no,
328,328,328,toll alc web ref b pan_no page,
329,329,329,alc web ref b pan_no page no,
330,330,330,web ref b pan_no page no of,
331,331,331,ref b pan_no page no of ticket,
332,332,332,b pan_no page no of ticket no,
333,333,333,pan_no page no of ticket no passenger,
334,334,334,page no of ticket no passenger name,
335,335,335,no of ticket no passenger name sac,
336,336,336,of ticket no passenger name sac sector,
337,337,337,ticket no passenger name sac sector flight,
338,338,338,no passenger name sac sector flight details,
339,339,339,passenger name sac sector flight details basic,
340,340,340,name sac sector flight details basic fare,
341,341,341,sac sector flight details basic fare taxesc,
342,342,342,sector flight details basic fare taxesc tot,
343,343,343,flight details basic fare taxesc tot amount,
344,344,344,details basic fare taxesc tot amount hrgs,
345,345,345,basic fare taxesc tot amount hrgs belkar,
346,346,346,fare taxesc tot amount hrgs belkar bhau,
347,347,347,taxesc tot amount hrgs belkar bhau devram,
348,348,348,tot amount hrgs belkar bhau devram mr,
349,349,349,amount hrgs belkar bhau devram mr bomibdq,
350,350,350,hrgs belkar bhau devram mr bomibdq p,
351,351,351,belkar bhau devram mr bomibdq p belkar,
352,352,352,bhau devram mr bomibdq p belkar bhau,
353,353,353,devram mr bomibdq p belkar bhau devram,
354,354,354,mr bomibdq p belkar bhau devram mr,
355,355,355,bomibdq p belkar bhau devram mr bdqibom,
356,356,356,p belkar bhau devram mr bdqibom r,
357,357,357,belkar bhau devram mr bdqibom r add,
358,358,358,bhau devram mr bdqibom r add gst,
359,359,359,devram mr bdqibom r add gst collected,
360,360,360,mr bdqibom r add gst collected by,
361,361,361,bdqibom r add gst collected by airline,
362,362,362,r add gst collected by airline sub,
363,363,363,add gst collected by airline sub total,
364,364,364,gst collected by airline sub total add,
365,365,365,collected by airline sub total add processing,
366,366,366,by airline sub total add processing chargesd,
367,367,367,airline sub total add processing chargesd add,
368,368,368,sub total add processing chargesd add cgst,
369,369,369,total add processing chargesd add cgst client,
370,370,370,add processing chargesd add cgst client on,
371,371,371,processing chargesd add cgst client on add,
372,372,372,chargesd add cgst client on add sgst,
373,373,373,add cgst client on add sgst client,
374,374,374,cgst client on add sgst client on,
375,375,375,client on add sgst client on inr,
376,376,376,on add sgst client on inr seven,
377,377,377,add sgst client on inr seven thousand,
378,378,378,sgst client on inr seven thousand three,
379,379,379,client on inr seven thousand three hundred,
380,380,380,on inr seven thousand three hundred and,
381,381,381,inr seven thousand three hundred and ninety,
382,382,382,seven thousand three hundred and ninety one,
383,383,383,thousand three hundred and ninety one only,
384,384,384,three hundred and ninety one only total,
385,385,385,hundred and ninety one only total airline,
386,386,386,and ninety one only total airline taxable,
387,387,387,ninety one only total airline taxable amount,
388,388,388,one only total airline taxable amount ticket,
389,389,389,only total airline taxable amount ticket no,
390,390,390,total airline taxable amount ticket no airline,
391,391,391,airline taxable amount ticket no airline cgst,
392,392,392,taxable amount ticket no airline cgst amt,
393,393,393,amount ticket no airline cgst amt airline,
394,394,394,ticket no airline cgst amt airline sgst,
395,395,395,no airline cgst amt airline sgst amt,
396,396,396,airline cgst amt airline sgst amt airline,
397,397,397,cgst amt airline sgst amt airline igst,
398,398,398,amt airline sgst amt airline igst amt,
399,399,399,airline sgst amt airline igst amt pan_no,
400,400,400,sgst amt airline igst amt pan_no pan_no,
401,401,401,amt airline igst amt pan_no pan_no for,
402,402,402,airline igst amt pan_no pan_no for gilpin,
403,403,403,igst amt pan_no pan_no for gilpin tours,
404,404,404,amt pan_no pan_no for gilpin tours travel,
405,405,405,pan_no pan_no for gilpin tours travel mgt,
406,406,406,pan_no for gilpin tours travel mgt i,
407,407,407,for gilpin tours travel mgt i pvt,
408,408,408,gilpin tours travel mgt i pvt ltd,
409,409,409,tours travel mgt i pvt ltd robelnveed,
410,410,410,travel mgt i pvt ltd robelnveed ia,
411,411,411,mgt i pvt ltd robelnveed ia pccmpn,
412,412,412,i pvt ltd robelnveed ia pccmpn tours,
413,413,413,pvt ltd robelnveed ia pccmpn tours india,
414,414,414,ltd robelnveed ia pccmpn tours india private,
415,415,415,robelnveed ia pccmpn tours india private limited,
416,416,416,ia pccmpn tours india private limited date,
417,417,417,pccmpn tours india private limited date utc,
418,418,418,tours india private limited date utc rcaron,
419,419,419,india private limited date utc rcaron locamor,
420,420,420,private limited date utc rcaron locamor receivers,
421,421,421,limited date utc rcaron locamor receivers signature,
422,422,422,date utc rcaron locamor receivers signature rakesh,
423,423,423,utc rcaron locamor receivers signature rakesh terms,
424,424,424,rcaron locamor receivers signature rakesh terms and,
425,425,425,locamor receivers signature rakesh terms and conditions,
426,426,426,receivers signature rakesh terms and conditions e,
427,427,427,signature rakesh terms and conditions e qe,
428,428,428,rakesh terms and conditions e qe for,
429,429,429,terms and conditions e qe for gst,
430,430,430,and conditions e qe for gst purpose,
431,431,431,conditions e qe for gst purpose consider,
432,432,432,e qe for gst purpose consider gilpin,
433,433,433,qe for gst purpose consider gilpin sac,
434,434,434,for gst purpose consider gilpin sac reservation,
435,435,435,gst purpose consider gilpin sac reservation services,
436,436,436,purpose consider gilpin sac reservation services for,
437,437,437,consider gilpin sac reservation services for transportaion,
438,438,438,gilpin sac reservation services for transportaion airline,
439,439,439,sac reservation services for transportaion airline sac,
440,440,440,reservation services for transportaion airline sac scheduled,
441,441,441,services for transportaion airline sac scheduled air,
442,442,442,for transportaion airline sac scheduled air transport,
443,443,443,transportaion airline sac scheduled air transport services,
444,444,444,airline sac scheduled air transport services of,
445,445,445,sac scheduled air transport services of passengers,
446,446,446,scheduled air transport services of passengers tax,
447,447,447,air transport services of passengers tax is,
448,448,448,transport services of passengers tax is payable,
449,449,449,services of passengers tax is payable under,
450,450,450,of passengers tax is payable under rcm,
451,451,451,passengers tax is payable under rcm no,
452,452,452,tax is payable under rcm no kindly,
453,453,453,is payable under rcm no kindly check,
454,454,454,payable under rcm no kindly check all,
455,455,455,under rcm no kindly check all details,
456,456,456,rcm no kindly check all details carefully,
457,457,457,no kindly check all details carefully to,
458,458,458,kindly check all details carefully to avoid,
459,459,459,check all details carefully to avoid un-necessary,
460,460,460,all details carefully to avoid un-necessary complications,
461,461,461,details carefully to avoid un-necessary complications acme,
462,462,462,carefully to avoid un-necessary complications acme plaza,
463,463,463,to avoid un-necessary complications acme plaza branch,
464,464,464,avoid un-necessary complications acme plaza branch andheri,
465,465,465,un-necessary complications acme plaza branch andheri east,
466,466,466,complications acme plaza branch andheri east cc,
467,467,467,acme plaza branch andheri east cc alc,
468,468,468,plaza branch andheri east cc alc ifsc,ifsc_no
469,469,469,branch andheri east cc alc ifsc ifsc_no,
470,470,470,andheri east cc alc ifsc ifsc_no interest,
471,471,471,east cc alc ifsc ifsc_no interest @,
472,472,472,cc alc ifsc ifsc_no interest @ per,
473,473,473,alc ifsc ifsc_no interest @ per annum,
474,474,474,ifsc ifsc_no interest @ per annum will,
475,475,475,ifsc_no interest @ per annum will be,
476,476,476,interest @ per annum will be charged,
477,477,477,@ per annum will be charged on,
478,478,478,per annum will be charged on all,
479,479,479,annum will be charged on all outstanding,
480,480,480,will be charged on all outstanding bills,
481,481,481,be charged on all outstanding bills after,
482,482,482,charged on all outstanding bills after due,
483,483,483,on all outstanding bills after due date,
484,484,484,all outstanding bills after due date as,
485,485,485,outstanding bills after due date as per,
486,486,486,bills after due date as per the,
487,487,487,after due date as per the it,
488,488,488,due date as per the it act,
489,489,489,date as per the it act we,
490,490,490,as per the it act we will,
491,491,491,per the it act we will not,
492,492,492,the it act we will not accept,
493,493,493,it act we will not accept cash,
494,494,494,act we will not accept cash fully,
495,495,495,we will not accept cash fully or,
496,496,496,will not accept cash fully or partially,
497,497,497,not accept cash fully or partially if,
498,498,498,accept cash fully or partially if invoice,
499,499,499,cash fully or partially if invoice amount,
500,500,500,fully or partially if invoice amount is,
501,501,501,or partially if invoice amount is more,
502,502,502,partially if invoice amount is more than,
503,503,503,if invoice amount is more than lacs,
504,504,504,invoice amount is more than lacs or,
505,505,505,amount is more than lacs or in,
506,506,506,is more than lacs or in a,
507,507,507,more than lacs or in a day,
508,508,508,than lacs or in a day from,
509,509,509,lacs or in a day from single,
510,510,510,or in a day from single person,
511,511,511,in a day from single person subject,
512,512,512,a day from single person subject to,
513,513,513,day from single person subject to mumbai,
514,514,514,from single person subject to mumbai jurisdiction,
515,515,515,gilpin tours travel mgt i pvt ltd,
516,516,516,tours travel mgt i pvt ltd ground,
517,517,517,travel mgt i pvt ltd ground floor,
518,518,518,mgt i pvt ltd ground floor windfall,
519,519,519,i pvt ltd ground floor windfall sahar,
520,520,520,pvt ltd ground floor windfall sahar plaza,
521,521,521,ltd ground floor windfall sahar plaza complex,
522,522,522,ground floor windfall sahar plaza complex mv,
523,523,523,floor windfall sahar plaza complex mv road,
524,524,524,windfall sahar plaza complex mv road jbnagar,
525,525,525,sahar plaza complex mv road jbnagar andheri,
526,526,526,plaza complex mv road jbnagar andheri east,
527,527,527,complex mv road jbnagar andheri east mumbai,
528,528,528,mv road jbnagar andheri east mumbai url,
529,529,529,road jbnagar andheri east mumbai url www,
530,530,530,jbnagar andheri east mumbai url www gilpinin,
531,531,531,andheri east mumbai url www gilpinin can,
532,532,532,east mumbai url www gilpinin can cin,
533,533,533,mumbai url www gilpinin can cin gst_no,
534,534,534,url www gilpinin can cin gst_no pan_no,
535,535,535,www gilpinin can cin gst_no pan_no tax,
536,536,536,gilpinin can cin gst_no pan_no tax invoice,
537,537,537,can cin gst_no pan_no tax invoice original,
538,538,538,cin gst_no pan_no tax invoice original for,
539,539,539,gst_no pan_no tax invoice original for recipient,
540,540,540,pan_no tax invoice original for recipient to,
541,541,541,tax invoice original for recipient to ms,
542,542,542,invoice original for recipient to ms indofil,
543,543,543,original for recipient to ms indofil industries,
544,544,544,for recipient to ms indofil industries limited,
545,545,545,recipient to ms indofil industries limited maharshtra,
546,546,546,to ms indofil industries limited maharshtra date,
547,547,547,ms indofil industries limited maharshtra date feb,
548,548,548,indofil industries limited maharshtra date feb kalpataru,
549,549,549,industries limited maharshtra date feb kalpataru square,
550,550,550,limited maharshtra date feb kalpataru square floor,
551,551,551,maharshtra date feb kalpataru square floor invoice,
552,552,552,date feb kalpataru square floor invoice no,
553,553,553,feb kalpataru square floor invoice no off,
554,554,554,kalpataru square floor invoice no off andheri,
555,555,555,square floor invoice no off andheri kurla,
556,556,556,floor invoice no off andheri kurla road,
557,557,557,invoice no off andheri kurla road andheri,
558,558,558,no off andheri kurla road andheri e,
559,559,559,off andheri kurla road andheri e mobile,
560,560,560,andheri kurla road andheri e mobile mumbai,
561,561,561,kurla road andheri e mobile mumbai narration,
562,562,562,road andheri e mobile mumbai narration reference,
563,563,563,andheri e mobile mumbai narration reference na,
564,564,564,e mobile mumbai narration reference na emp,
565,565,565,mobile mumbai narration reference na emp code,
566,566,566,mumbai narration reference na emp code na,
567,567,567,narration reference na emp code na handled,
568,568,568,reference na emp code na handled by,
569,569,569,na emp code na handled by dhanashree,
570,570,570,emp code na handled by dhanashree sawant,
571,571,571,code na handled by dhanashree sawant airline,
572,572,572,na handled by dhanashree sawant airline indigo,
573,573,573,handled by dhanashree sawant airline indigo airlines,
574,574,574,by dhanashree sawant airline indigo airlines gstin,
575,575,575,dhanashree sawant airline indigo airlines gstin place,
576,576,576,sawant airline indigo airlines gstin place of,
577,577,577,airline indigo airlines gstin place of supply,
578,578,578,indigo airlines gstin place of supply maharashtra,
579,579,579,airlines gstin place of supply maharashtra project,
580,580,580,gstin place of supply maharashtra project code,
581,581,581,place of supply maharashtra project code agr,
582,582,582,of supply maharashtra project code agr toll,
583,583,583,supply maharashtra project code agr toll alc,
584,584,584,maharashtra project code agr toll alc web,
585,585,585,project code agr toll alc web ref,
586,586,586,code agr toll alc web ref bomoocsnkgt,
587,587,587,agr toll alc web ref bomoocsnkgt page,
588,588,588,toll alc web ref bomoocsnkgt page no,
589,589,589,alc web ref bomoocsnkgt page no of,
590,590,590,web ref bomoocsnkgt page no of ticket,
591,591,591,ref bomoocsnkgt page no of ticket no,
592,592,592,bomoocsnkgt page no of ticket no passenger,
593,593,593,page no of ticket no passenger name,
594,594,594,no of ticket no passenger name sac,
595,595,595,of ticket no passenger name sac sector,
596,596,596,ticket no passenger name sac sector flight,
597,597,597,no passenger name sac sector flight details,
598,598,598,passenger name sac sector flight details basic,
599,599,599,name sac sector flight details basic fare,
600,600,600,sac sector flight details basic fare taxesc,
601,601,601,sector flight details basic fare taxesc tot,
602,602,602,flight details basic fare taxesc tot amount,
